propertyState,countyCode,Year,totalPremium,totalPolicies
PA,42123.0,2015,274919,272
PA,42123.0,2016,300231,284
PA,42123.0,2017,251637,295
PA,42123.0,2018,212335,266
PA,42123.0,2019,224164,258
PA,42123.0,2020,240494,254
PA,42123.0,2021,252726,243
PA,42123.0,2022,231960,218
PA,42123.0,2023,259882,207
PA,42123.0,2024,290431,196
PA,42125.0,2015,1087281,1021
PA,42125.0,2016,1015909,944
PA,42125.0,2017,1041609,891
PA,42125.0,2018,1101778,892
PA,42125.0,2019,1189176,834
PA,42125.0,2020,1212260,784
PA,42125.0,2021,1265084,788
PA,42125.0,2022,1146197,734
PA,42125.0,2023,1118077,686
PA,42125.0,2024,1283111,685
PA,42127.0,2015,301792,337
PA,42127.0,2016,294875,306
PA,42127.0,2017,287809,270
PA,42127.0,2018,281214,260
PA,42127.0,2019,276120,251
PA,42127.0,2020,275406,239
PA,42127.0,2021,278821,220
PA,42127.0,2022,233402,204
PA,42127.0,2023,261833,200
PA,42127.0,2024,301980,200
PA,42129.0,2015,1344598,1367
PA,42129.0,2016,1337293,1300
PA,42129.0,2017,1357579,1204
PA,42129.0,2018,1360670,1176
PA,42129.0,2019,1429924,1146
PA,42129.0,2020,1442525,1086
PA,42129.0,2021,1473861,1039
PA,42129.0,2022,1082095,1019
PA,42129.0,2023,1067078,960
PA,42129.0,2024,1183356,951
PA,42131.0,2015,346085,407
PA,42131.0,2016,336017,389
PA,42131.0,2017,335505,358
PA,42131.0,2018,328932,340
PA,42131.0,2019,332696,309
PA,42131.0,2020,345830,293
PA,42131.0,2021,366342,287
PA,42131.0,2022,369753,266
PA,42131.0,2023,391183,264
PA,42131.0,2024,430588,248
PA,42133.0,2015,1390347,1385
PA,42133.0,2016,1350236,1390
PA,42133.0,2017,1274027,1252
PA,42133.0,2018,1263825,1208
PA,42133.0,2019,1380017,1191
PA,42133.0,2020,1353668,1124
PA,42133.0,2021,1404229,1077
PA,42133.0,2022,1202679,1018
PA,42133.0,2023,1193536,957
PA,42133.0,2024,1229587,908
PA,54009.0,2015,295,1
PA,54009.0,2016,295,1
PA,54009.0,2017,339,1
PA,54009.0,2018,389,1
PA,78030.0,2017,2167,1
PA,78030.0,2018,2280,1
PA,78030.0,2019,2405,1
PR,72000.0,2018,4330,4
PR,72000.0,2019,4735,4
PR,72000.0,2020,5273,4
PR,72000.0,2021,5937,4
PR,72001.0,2015,866956,1167
PR,72001.0,2016,937543,1200
PR,72001.0,2017,1050934,1243
PR,72001.0,2018,1448042,1625
PR,72001.0,2019,1880718,1915
PR,72001.0,2020,2286933,2162
PR,72001.0,2021,2450441,2498
PR,72001.0,2022,2763958,3951
PR,72001.0,2023,3038200,5638
PR,72001.0,2024,2785073,8422
PR,72003.0,2015,53394,63
PR,72003.0,2016,31298,29
PR,72003.0,2017,17606,19
PR,72003.0,2018,43691,74
PR,72003.0,2019,24594,21
PR,72003.0,2020,31154,22
PR,72003.0,2021,18627,15
PR,72003.0,2022,1318,2
PR,72005.0,2015,90169,44
PR,72005.0,2016,91242,39
PR,72005.0,2017,46770,26
PR,72005.0,2018,90344,90
PR,72005.0,2019,47224,27
PR,72005.0,2020,36054,17
PR,72005.0,2021,27215,12
PR,72007.0,2018,260,1
PR,72007.0,2019,282,1
PR,72009.0,2015,47988,48
PR,72009.0,2016,43547,41
PR,72009.0,2017,28325,30
PR,72009.0,2018,28384,45
PR,72009.0,2019,22680,30
PR,72009.0,2020,22369,24
PR,72009.0,2021,12540,11
PR,72009.0,2022,610,1
PR,72011.0,2015,36455,73
PR,72011.0,2016,23311,20
PR,72011.0,2017,9929,12
PR,72011.0,2018,118687,199
PR,72011.0,2019,18433,24
PR,72011.0,2020,18169,17
PR,72011.0,2021,12440,15
PR,72011.0,2022,201,1
PR,72013.0,2015,165657,120
PR,72013.0,2016,96495,73
PR,72013.0,2017,63499,40
PR,72013.0,2018,193360,191
PR,72013.0,2019,85041,64
PR,72013.0,2020,79367,40
PR,72013.0,2021,92779,39
PR,72013.0,2022,2056,3
PR,72015.0,2015,35767,29
PR,72015.0,2016,35732,22
PR,72015.0,2017,34045,17
PR,72015.0,2018,27715,38
PR,72015.0,2019,19471,11
PR,72015.0,2020,6777,6
PR,72015.0,2021,6653,5
PR,72017.0,2015,44311,76
PR,72017.0,2016,32001,33
PR,72017.0,2017,22527,24
PR,72017.0,2018,28774,63
PR,72017.0,2019,15187,25
PR,72017.0,2020,11818,16
PR,72017.0,2021,9763,13
PR,72017.0,2022,632,1
PR,72019.0,2015,5170,5
PR,72019.0,2016,4669,4
PR,72019.0,2017,2814,2
PR,72019.0,2018,5096,8
PR,72019.0,2019,3273,3
PR,72019.0,2020,3237,2
PR,72021.0,2015,227777,236
PR,72021.0,2016,199687,169
PR,72021.0,2017,146195,116
PR,72021.0,2018,109273,277
PR,72021.0,2019,103161,240
PR,72021.0,2020,67858,69
PR,72021.0,2021,60219,59
PR,72021.0,2022,27065,48
PR,72021.0,2023,26315,52
PR,72021.0,2024,25279,58
PR,72023.0,2015,93984,126
PR,72023.0,2016,55062,67
PR,72023.0,2017,39196,49
PR,72023.0,2018,81936,197
PR,72023.0,2019,53631,39
PR,72023.0,2020,45285,27
PR,72023.0,2021,36727,22
PR,72023.0,2022,746,4
PR,72025.0,2015,261792,266
PR,72025.0,2016,206361,191
PR,72025.0,2017,149455,130
PR,72025.0,2018,177021,153
PR,72025.0,2019,138643,90
PR,72025.0,2020,83898,64
PR,72025.0,2021,75968,44
PR,72025.0,2022,662,1
PR,72027.0,2015,1160,3
PR,72027.0,2016,578,2
PR,72027.0,2017,104,1
PR,72027.0,2018,848,3
PR,72027.0,2019,279,1
PR,72027.0,2020,296,1
PR,72029.0,2015,51159,65
PR,72029.0,2016,46301,45
PR,72029.0,2017,20210,27
PR,72029.0,2018,41815,87
PR,72029.0,2019,19111,30
PR,72029.0,2020,13919,21
PR,72029.0,2021,6719,14
PR,72031.0,2015,824761,940
PR,72031.0,2016,612668,585
PR,72031.0,2017,430203,398
PR,72031.0,2018,547425,767
PR,72031.0,2019,396520,383
PR,72031.0,2020,227611,168
PR,72031.0,2021,150353,119
PR,72031.0,2022,21078,13
PR,72031.0,2023,11063,33
PR,72031.0,2024,32630,195
PR,72033.0,2015,162368,247
PR,72033.0,2016,115293,75
PR,72033.0,2017,85598,185
PR,72033.0,2018,207204,259
PR,72033.0,2019,116840,188
PR,72033.0,2020,111403,28
PR,72033.0,2021,59247,17
PR,72033.0,2022,5460,4
PR,72035.0,2015,26160,25
PR,72035.0,2016,20729,13
PR,72035.0,2017,10764,10
PR,72035.0,2018,12332,10
PR,72035.0,2019,10984,6
PR,72035.0,2020,4105,4
PR,72035.0,2021,2143,2
PR,72037.0,2015,9151,16
PR,72037.0,2016,7033,11
PR,72037.0,2017,5357,7
PR,72037.0,2018,6625,12
PR,72037.0,2019,10618,11
PR,72037.0,2020,7001,7
PR,72037.0,2021,2895,3
PR,72039.0,2015,3219,4
PR,72039.0,2016,2532,3
PR,72039.0,2017,2779,3
PR,72039.0,2018,5361,9
PR,72039.0,2019,2834,3
PR,72039.0,2020,887,2
PR,72041.0,2015,2393,4
PR,72041.0,2016,2605,4
PR,72041.0,2017,935,2
PR,72041.0,2018,2364,8
PR,72041.0,2019,4913,5
PR,72041.0,2020,1700,4
PR,72041.0,2021,1555,3
PR,72043.0,2015,17178,11
PR,72043.0,2016,12461,8
PR,72043.0,2017,3529,2
PR,72043.0,2018,3735,13
PR,72043.0,2019,759,1
PR,72043.0,2020,1640,1
PR,72045.0,2015,15799,7
PR,72045.0,2016,9353,5
PR,72045.0,2017,7959,4
PR,72045.0,2018,24676,18
PR,72045.0,2019,20675,6
PR,72045.0,2020,5263,5
PR,72045.0,2021,3976,2
PR,72045.0,2022,3745,1
PR,72047.0,2015,11938,16
PR,72047.0,2016,6594,6
PR,72047.0,2017,2339,4
PR,72047.0,2018,3680,6
PR,72047.0,2019,1216,5
PR,72047.0,2020,656,4
PR,72047.0,2021,350,1
PR,72049.0,2015,17342,11
PR,72049.0,2016,14138,9
PR,72049.0,2017,5693,4
PR,72049.0,2018,9119,5
PR,72049.0,2019,10695,5
PR,72049.0,2020,12383,5
PR,72049.0,2021,5232,4
PR,72051.0,2015,50465,80
PR,72051.0,2016,46170,57
PR,72051.0,2017,24132,38
PR,72051.0,2018,46901,84
PR,72051.0,2019,35439,44
PR,72051.0,2020,29820,27
PR,72051.0,2021,19075,21
PR,72051.0,2022,14095,6
PR,72053.0,2015,99731,50
PR,72053.0,2016,49905,25
PR,72053.0,2017,35093,12
PR,72053.0,2018,46146,23
PR,72053.0,2019,34282,12
PR,72053.0,2020,3319,5
PR,72053.0,2021,4131,7
PR,72054.0,2018,4681,2
PR,72054.0,2019,5033,2
PR,72054.0,2020,5287,2
PR,72054.0,2021,5626,1
PR,72055.0,2015,56970,40
PR,72055.0,2016,43043,28
PR,72055.0,2017,35027,16
PR,72055.0,2018,16025,24
PR,72055.0,2019,11385,12
PR,72055.0,2020,12331,12
PR,72055.0,2021,5146,6
PR,72055.0,2022,2675,3
PR,72057.0,2015,46719,44
PR,72057.0,2016,41317,31
PR,72057.0,2017,35803,26
PR,72057.0,2018,56122,71
PR,72057.0,2019,42620,28
PR,72057.0,2020,26298,10
PR,72057.0,2021,32085,9
PR,72057.0,2022,1858,2
PR,72059.0,2015,57221,50
PR,72059.0,2016,54188,38
PR,72059.0,2017,48895,29
PR,72059.0,2018,55963,38
PR,72059.0,2019,125121,27
PR,72059.0,2020,27214,16
PR,72059.0,2021,17465,9
PR,72061.0,2015,115589,118
PR,72061.0,2016,97915,90
PR,72061.0,2017,56930,53
PR,72061.0,2018,106555,60
PR,72061.0,2019,43207,40
PR,72061.0,2020,33142,26
PR,72061.0,2021,22323,17
PR,72061.0,2022,6318,3
PR,72061.0,2023,772,1
PR,72061.0,2024,32050,138
PR,72063.0,2015,74910,69
PR,72063.0,2016,41207,46
PR,72063.0,2017,33777,30
PR,72063.0,2018,21865,33
PR,72063.0,2019,23110,22
PR,72063.0,2020,18836,17
PR,72063.0,2021,6422,9
PR,72063.0,2022,2473,3
PR,72065.0,2015,3530,9
PR,72065.0,2016,2248,5
PR,72065.0,2017,1569,4
PR,72065.0,2018,2792,8
PR,72065.0,2019,1735,6
PR,72065.0,2020,1818,5
PR,72065.0,2021,763,2
PR,72065.0,2022,474,1
PR,72067.0,2015,65448,139
PR,72067.0,2016,48381,114
PR,72067.0,2017,33285,102
PR,72067.0,2018,45904,128
PR,72067.0,2019,33862,22
PR,72067.0,2020,27549,12
PR,72067.0,2021,19686,9
PR,72067.0,2022,1680,2
PR,72069.0,2015,251557,368
PR,72069.0,2016,173514,148
PR,72069.0,2017,122761,90
PR,72069.0,2018,309467,569
PR,72069.0,2019,126610,97
PR,72069.0,2020,85964,57
PR,72069.0,2021,65786,46
PR,72069.0,2022,4984,5
PR,72071.0,2015,5713,5
PR,72071.0,2016,400,2
PR,72071.0,2017,2183,3
PR,72071.0,2018,14427,14
PR,72071.0,2019,8994,7
PR,72071.0,2020,11915,10
PR,72071.0,2021,16298,9
PR,72071.0,2022,771,1
PR,72073.0,2015,13508,18
PR,72073.0,2016,11340,12
PR,72073.0,2017,4580,5
PR,72073.0,2018,6574,16
PR,72073.0,2019,3104,5
PR,72073.0,2020,3231,5
PR,72073.0,2021,2980,4
PR,72075.0,2015,65565,45
PR,72075.0,2016,32171,26
PR,72075.0,2017,17884,13
PR,72075.0,2018,21852,47
PR,72075.0,2019,9602,11
PR,72075.0,2020,10259,9
PR,72075.0,2021,2129,2
PR,72077.0,2015,25733,15
PR,72077.0,2016,29867,15
PR,72077.0,2017,28383,11
PR,72077.0,2018,30671,20
PR,72077.0,2019,27311,9
PR,72077.0,2020,29806,10
PR,72077.0,2021,24186,8
PR,72079.0,2015,3271,6
PR,72079.0,2016,1409,3
PR,72079.0,2017,1600,3
PR,72079.0,2018,1689,3
PR,72079.0,2019,1549,1
PR,72079.0,2020,1829,1
PR,72081.0,2015,6508,3
PR,72081.0,2016,6831,3
PR,72081.0,2017,7120,2
PR,72085.0,2015,2738,5
PR,72085.0,2017,295,1
PR,72085.0,2018,2296,5
PR,72087.0,2015,18082,41
PR,72087.0,2016,10709,18
PR,72087.0,2017,10846,17
PR,72087.0,2018,78986,307
PR,72087.0,2019,21892,55
PR,72087.0,2020,19039,18
PR,72087.0,2021,14204,13
PR,72089.0,2015,26676,36
PR,72089.0,2016,19025,24
PR,72089.0,2017,16029,17
PR,72089.0,2018,32951,100
PR,72089.0,2019,24851,28
PR,72089.0,2020,20728,21
PR,72089.0,2021,10493,13
PR,72089.0,2022,4140,2
PR,72091.0,2015,9862,6
PR,72091.0,2016,3033,3
PR,72091.0,2017,5987,2
PR,72091.0,2018,8798,10
PR,72091.0,2019,26165,10
PR,72091.0,2020,14040,2
PR,72091.0,2021,764,3
PR,72095.0,2015,1156,6
PR,72095.0,2016,374,2
PR,72095.0,2017,512,3
PR,72095.0,2018,8519,11
PR,72095.0,2019,1075,5
PR,72097.0,2015,315522,363
PR,72097.0,2016,224699,185
PR,72097.0,2017,153718,121
PR,72097.0,2018,382802,470
PR,72097.0,2019,173868,138
PR,72097.0,2020,128425,86
PR,72097.0,2021,113582,65
PR,72097.0,2022,888,1
PR,72099.0,2015,6080,4
PR,72099.0,2016,3651,2
PR,72099.0,2017,3398,2
PR,72099.0,2018,3034,3
PR,72099.0,2019,2850,1
PR,72099.0,2020,2992,1
PR,72099.0,2021,3350,1
PR,72101.0,2015,936,1
PR,72101.0,2016,985,1
PR,72101.0,2017,995,1
PR,72101.0,2018,1488,3
PR,72103.0,2015,42732,24
PR,72103.0,2016,38701,18
PR,72103.0,2017,26410,14
PR,72103.0,2018,23720,24
PR,72103.0,2019,25600,12
PR,72103.0,2020,25170,9
PR,72103.0,2021,10879,6
PR,72103.0,2022,2578,1
PR,72105.0,2015,12369,12
PR,72105.0,2016,6879,7
PR,72105.0,2017,6280,3
PR,72105.0,2018,11852,10
PR,72105.0,2019,7742,5
PR,72105.0,2020,2639,4
PR,72105.0,2021,2853,4
PR,72107.0,2015,10703,8
PR,72107.0,2016,11197,7
PR,72107.0,2017,8247,4
PR,72107.0,2018,11385,7
PR,72107.0,2019,113,1
PR,72109.0,2015,27799,35
PR,72109.0,2016,20004,19
PR,72109.0,2017,6034,8
PR,72109.0,2018,12094,21
PR,72109.0,2019,12326,10
PR,72109.0,2020,13799,9
PR,72109.0,2021,2703,4
PR,72111.0,2015,25451,17
PR,72111.0,2016,15599,10
PR,72111.0,2017,14201,10
PR,72111.0,2018,25520,12
PR,72111.0,2019,14670,7
PR,72111.0,2020,16278,7
PR,72111.0,2021,1618,4
PR,72113.0,2015,744068,1097
PR,72113.0,2016,604086,808
PR,72113.0,2017,419384,622
PR,72113.0,2018,393753,685
PR,72113.0,2019,315500,519
PR,72113.0,2020,292838,340
PR,72113.0,2021,242173,263
PR,72113.0,2022,108090,250
PR,72113.0,2023,150508,360
PR,72113.0,2024,118806,376
PR,72115.0,2015,259,1
PR,72115.0,2016,231,1
PR,72115.0,2018,348,1
PR,72117.0,2015,77668,25
PR,72117.0,2016,29471,23
PR,72117.0,2017,29546,19
PR,72117.0,2018,29233,85
PR,72117.0,2019,36156,83
PR,72117.0,2020,29635,13
PR,72117.0,2021,17024,7
PR,72117.0,2022,507,1
PR,72119.0,2015,47962,124
PR,72119.0,2016,47519,42
PR,72119.0,2017,51368,31
PR,72119.0,2018,109392,245
PR,72119.0,2019,40418,80
PR,72119.0,2020,56076,104
PR,72119.0,2021,35850,14
PR,72119.0,2022,2499,1
PR,72121.0,2015,4839,6
PR,72121.0,2016,5732,7
PR,72121.0,2017,4241,4
PR,72121.0,2018,4238,4
PR,72121.0,2019,4503,4
PR,72121.0,2020,4730,4
PR,72121.0,2021,1894,1
PR,72123.0,2015,122736,211
PR,72123.0,2016,98508,163
PR,72123.0,2017,87604,140
PR,72123.0,2018,158353,277
PR,72123.0,2019,94468,135
PR,72123.0,2020,40938,29
PR,72123.0,2021,38645,17
PR,72123.0,2022,4452,3
PR,72125.0,2015,70105,38
PR,72125.0,2016,61403,32
PR,72125.0,2017,48724,24
PR,72125.0,2018,52300,21
PR,72125.0,2019,54539,15
PR,72125.0,2020,15806,9
PR,72125.0,2021,13322,6
PR,72127.0,2015,1331792,2046
PR,72127.0,2016,1188959,1714
PR,72127.0,2017,797332,997
PR,72127.0,2018,1010595,1449
PR,72127.0,2019,863420,987
PR,72127.0,2020,550264,628
PR,72127.0,2021,354879,185
PR,72127.0,2022,63174,22
PR,72129.0,2015,19907,29
PR,72129.0,2016,19557,24
PR,72129.0,2017,6536,11
PR,72129.0,2018,4490,10
PR,72129.0,2019,2841,6
PR,72129.0,2020,5014,6
PR,72129.0,2021,838,3
PR,72131.0,2015,30472,17
PR,72131.0,2016,40248,11
PR,72131.0,2017,21833,5
PR,72131.0,2018,11587,8
PR,72131.0,2019,13387,4
PR,72131.0,2020,4038,2
PR,72131.0,2021,2721,2
PR,72133.0,2015,23401,24
PR,72133.0,2016,16673,18
PR,72133.0,2017,11273,10
PR,72133.0,2018,24835,40
PR,72133.0,2019,13248,16
PR,72133.0,2020,8107,7
PR,72133.0,2021,1677,3
PR,72135.0,2015,14290,21
PR,72135.0,2016,13902,14
PR,72135.0,2017,7042,7
PR,72135.0,2018,11457,15
PR,72135.0,2019,3842,8
PR,72135.0,2020,4398,8
PR,72135.0,2021,994,2
PR,72135.0,2022,401,1
PR,72137.0,2015,166614,318
PR,72137.0,2016,116386,210
PR,72137.0,2017,81324,166
PR,72137.0,2018,478493,867
PR,72137.0,2019,152812,295
PR,72137.0,2020,122444,337
PR,72137.0,2021,52212,97
PR,72137.0,2022,3915,7
PR,72139.0,2015,41384,41
PR,72139.0,2016,30961,33
PR,72139.0,2017,26767,25
PR,72139.0,2018,27154,34
PR,72139.0,2019,22811,25
PR,72139.0,2020,21651,18
PR,72139.0,2021,12656,15
PR,72139.0,2022,8225,9
PR,72141.0,2015,49931,51
PR,72141.0,2016,37046,34
PR,72141.0,2017,28438,24
PR,72141.0,2018,32051,41
PR,72141.0,2019,20671,15
PR,72141.0,2020,18091,9
PR,72141.0,2021,8295,6
PR,72143.0,2015,11795,21
PR,72143.0,2016,6086,14
PR,72143.0,2017,3943,8
PR,72143.0,2018,7262,11
PR,72143.0,2019,14585,54
PR,72143.0,2020,5409,6
PR,72143.0,2021,2390,4
PR,72145.0,2015,103274,103
PR,72145.0,2016,78255,77
PR,72145.0,2017,60183,58
PR,72145.0,2018,80270,118
PR,72145.0,2019,36771,38
PR,72145.0,2020,29759,20
PR,72145.0,2021,23650,10
PR,72145.0,2022,3261,1
PR,72147.0,2015,8432,4
PR,72147.0,2016,9494,4
PR,72147.0,2017,2357,3
PR,72147.0,2018,7018,6
PR,72147.0,2019,818,2
PR,72147.0,2020,675,1
PR,72147.0,2021,680,1
PR,72147.0,2022,685,1
PR,72149.0,2018,5618,5
PR,72149.0,2019,4659,1
PR,72149.0,2020,4857,1
PR,72149.0,2021,4916,1
PR,72151.0,2015,28812,26
PR,72151.0,2016,26747,20
PR,72151.0,2017,19896,14
PR,72151.0,2018,20441,18
PR,72151.0,2019,19811,7
PR,72151.0,2020,9261,5
PR,72151.0,2021,7478,3
PR,72153.0,2015,17759,34
PR,72153.0,2016,17227,31
PR,72153.0,2017,11483,24
PR,72153.0,2018,24588,50
PR,72153.0,2019,9743,22
PR,72153.0,2020,11183,21
PR,72153.0,2021,5575,10
RI,44001.0,2015,2849407,2370
RI,44001.0,2016,2674085,2251
RI,44001.0,2017,2570140,2132
RI,44001.0,2018,2496057,2033
RI,44001.0,2019,2467789,1862
RI,44001.0,2020,2360024,1847
RI,44001.0,2021,2326382,1830
RI,44001.0,2022,1805926,1833
RI,44001.0,2023,1710664,1796
RI,44001.0,2024,1810455,1803
RI,44003.0,2015,2855116,2190
RI,44003.0,2016,2720347,2165
RI,44003.0,2017,2443986,2060
RI,44003.0,2018,2407759,1933
RI,44003.0,2019,2305601,1704
RI,44003.0,2020,2190763,1607
RI,44003.0,2021,2158919,1538
RI,44003.0,2022,1462970,1443
RI,44003.0,2023,1392762,1505
RI,44003.0,2024,1473513,1423
RI,44005.0,2015,4423974,2786
RI,44005.0,2016,4269087,2612
RI,44005.0,2017,3939474,2417
RI,44005.0,2018,3710455,2289
RI,44005.0,2019,3596338,2175
RI,44005.0,2020,3495122,2056
RI,44005.0,2021,3513733,2059
RI,44005.0,2022,2223227,2200
RI,44005.0,2023,1826893,2254
RI,44005.0,2024,1973573,2299
RI,44007.0,2015,2733146,2846
RI,44007.0,2016,2225096,2451
RI,44007.0,2017,2018652,2348
RI,44007.0,2018,2058565,2280
RI,44007.0,2019,2172393,2205
RI,44007.0,2020,2066981,2145
RI,44007.0,2021,2086854,2115
RI,44007.0,2022,1899065,2058
RI,44007.0,2023,1963609,2074
RI,44007.0,2024,2229981,2119
RI,44009.0,2015,7531939,5623
RI,44009.0,2016,7741804,5408
RI,44009.0,2017,7811906,5111
RI,44009.0,2018,7565475,4774
RI,44009.0,2019,6991350,4545
RI,44009.0,2020,6548899,4285
RI,44009.0,2021,6316873,4186
RI,44009.0,2022,4162069,4108
RI,44009.0,2023,3885975,4075
RI,44009.0,2024,4234811,4130
SC,45.0,2023,1298,2
SC,45.0,2024,1259,3
SC,37119.0,2015,6879,1
SC,37119.0,2016,8587,1
SC,45001.0,2015,15778,36
SC,45001.0,2016,14514,33
SC,45001.0,2017,13838,33
SC,45001.0,2018,19030,31
SC,45001.0,2019,7959,16
SC,45001.0,2020,8247,13
SC,45001.0,2021,6291,12
SC,45001.0,2022,5449,9
SC,45001.0,2023,7016,9
SC,45001.0,2024,10076,10
SC,45003.0,2015,205484,481
SC,45003.0,2016,226201,507
SC,45003.0,2017,232072,518
SC,45003.0,2018,247620,534
SC,45003.0,2019,284626,541
SC,45003.0,2020,295640,546
SC,45003.0,2021,338155,564
SC,45003.0,2022,328967,535
SC,45003.0,2023,328567,534
SC,45003.0,2024,355932,533
SC,45005.0,2015,24966,6
SC,45005.0,2016,897,3
SC,45005.0,2017,1227,4
SC,45005.0,2018,1276,4
SC,45005.0,2019,2831,6
SC,45005.0,2020,2948,6
SC,45005.0,2021,2712,5
SC,45005.0,2022,2708,7
SC,45005.0,2023,2161,5
SC,45005.0,2024,1638,4
SC,45007.0,2015,73157,172
SC,45007.0,2016,71655,164
SC,45007.0,2017,74331,167
SC,45007.0,2018,76155,174
SC,45007.0,2019,90852,166
SC,45007.0,2020,89935,177
SC,45007.0,2021,94838,161
SC,45007.0,2022,98597,156
SC,45007.0,2023,102360,143
SC,45007.0,2024,101613,129
SC,45009.0,2015,26800,35
SC,45009.0,2016,29677,38
SC,45009.0,2017,28012,35
SC,45009.0,2018,36680,39
SC,45009.0,2019,33189,36
SC,45009.0,2020,39836,37
SC,45009.0,2021,29793,28
SC,45009.0,2022,20565,29
SC,45009.0,2023,18254,26
SC,45009.0,2024,19002,27
SC,45011.0,2015,2874,9
SC,45011.0,2016,2526,8
SC,45011.0,2017,2304,7
SC,45011.0,2018,4016,10
SC,45011.0,2019,5906,11
SC,45011.0,2020,6198,11
SC,45011.0,2021,6379,10
SC,45011.0,2022,4678,7
SC,45011.0,2023,7375,10
SC,45011.0,2024,5922,8
SC,45013.0,2015,29907850,52575
SC,45013.0,2016,30016335,51438
SC,45013.0,2017,30274550,51088
SC,45013.0,2018,30679203,51236
SC,45013.0,2019,31640989,51877
SC,45013.0,2020,36089054,58047
SC,45013.0,2021,29170443,53847
SC,45013.0,2022,26649692,51180
SC,45013.0,2023,28580499,50306
SC,45013.0,2024,30648732,48597
SC,45015.0,2015,3640131,7511
SC,45015.0,2016,3671681,7772
SC,45015.0,2017,3826756,8028
SC,45015.0,2018,4113511,9212
SC,45015.0,2019,3529060,8595
SC,45015.0,2020,3472512,8255
SC,45015.0,2021,3635826,8137
SC,45015.0,2022,3712050,7839
SC,45015.0,2023,3970057,7594
SC,45015.0,2024,4380104,7517
SC,45017.0,2015,6869,13
SC,45017.0,2016,7911,16
SC,45017.0,2017,8412,17
SC,45017.0,2018,8791,17
SC,45017.0,2019,8898,15
SC,45017.0,2020,8523,14
SC,45017.0,2021,8735,13
SC,45017.0,2022,8608,14
SC,45017.0,2023,9356,15
SC,45017.0,2024,9095,14
SC,45019.0,2015,54024875,68319
SC,45019.0,2016,54261916,68599
SC,45019.0,2017,55613316,69383
SC,45019.0,2018,56910136,69884
SC,45019.0,2019,58868890,69715
SC,45019.0,2020,57845637,73389
SC,45019.0,2021,48166408,67278
SC,45019.0,2022,43041707,65076
SC,45019.0,2023,45886901,64592
SC,45019.0,2024,49472598,63136
SC,45021.0,2015,10234,21
SC,45021.0,2016,10804,22
SC,45021.0,2017,15314,25
SC,45021.0,2018,16860,25
SC,45021.0,2019,14886,22
SC,45021.0,2020,18725,24
SC,45021.0,2021,21703,24
SC,45021.0,2022,20552,23
SC,45021.0,2023,20501,23
SC,45021.0,2024,27361,27
SC,45023.0,2015,22661,26
SC,45023.0,2016,24318,25
SC,45023.0,2017,32288,31
SC,45023.0,2018,39006,33
SC,45023.0,2019,40138,34
SC,45023.0,2020,45978,31
SC,45023.0,2021,29148,26
SC,45023.0,2022,21164,28
SC,45023.0,2023,25429,26
SC,45023.0,2024,24797,25
SC,45025.0,2015,9410,19
SC,45025.0,2016,9990,24
SC,45025.0,2017,10349,24
SC,45025.0,2018,14859,34
SC,45025.0,2019,21938,42
SC,45025.0,2020,20961,39
SC,45025.0,2021,20248,36
SC,45025.0,2022,15472,27
SC,45025.0,2023,13123,25
SC,45025.0,2024,12751,24
SC,45027.0,2015,92958,137
SC,45027.0,2016,109248,171
SC,45027.0,2017,91803,137
SC,45027.0,2018,105677,139
SC,45027.0,2019,77967,119
SC,45027.0,2020,73118,116
SC,45027.0,2021,77478,110
SC,45027.0,2022,71322,104
SC,45027.0,2023,58862,109
SC,45027.0,2024,58989,105
SC,45029.0,2015,2296772,2099
SC,45029.0,2016,2415561,2082
SC,45029.0,2017,2011204,2099
SC,45029.0,2018,1521096,2003
SC,45029.0,2019,1509452,1957
SC,45029.0,2020,1506689,1986
SC,45029.0,2021,1544228,1976
SC,45029.0,2022,1425986,2018
SC,45029.0,2023,1629177,2067
SC,45029.0,2024,1818313,2003
SC,45031.0,2015,65541,117
SC,45031.0,2016,65560,125
SC,45031.0,2017,68632,140
SC,45031.0,2018,75245,142
SC,45031.0,2019,84255,140
SC,45031.0,2020,88005,137
SC,45031.0,2021,161266,135
SC,45031.0,2022,170141,132
SC,45031.0,2023,104235,116
SC,45031.0,2024,106918,114
SC,45033.0,2015,40421,57
SC,45033.0,2016,41582,76
SC,45033.0,2017,50837,101
SC,45033.0,2018,56761,114
SC,45033.0,2019,94509,174
SC,45033.0,2020,124515,186
SC,45033.0,2021,121220,166
SC,45033.0,2022,87583,149
SC,45033.0,2023,84858,133
SC,45033.0,2024,80349,121
SC,45035.0,2015,1655224,3824
SC,45035.0,2016,1696743,3809
SC,45035.0,2017,1821896,4236
SC,45035.0,2018,1644356,3810
SC,45035.0,2019,1764371,3790
SC,45035.0,2020,1825113,3759
SC,45035.0,2021,1897171,3617
SC,45035.0,2022,1865376,3368
SC,45035.0,2023,1900949,3185
SC,45035.0,2024,2110022,3170
SC,45037.0,2015,14717,28
SC,45037.0,2016,14416,27
SC,45037.0,2017,14165,30
SC,45037.0,2018,14313,30
SC,45037.0,2019,15433,32
SC,45037.0,2020,15165,29
SC,45037.0,2021,15804,28
SC,45037.0,2022,14120,26
SC,45037.0,2023,17196,27
SC,45037.0,2024,28153,32
SC,45039.0,2015,232708,288
SC,45039.0,2016,240201,290
SC,45039.0,2017,246162,288
